Id,Rcvr,HasSig,Icao,Bad,Reg,FSeen,CMsgs,Alt,GAlt,AltT,Tisb,TrkH,Type,Mdl,Man,CNum,Op,OpIcao,Sqk,VsiT,WTC,Species,Engines,EngType,EngMount,Mil,Cou,HasPic,Interested,FlightsCount,Gnd,SpdTyp,CallSus,Trt,Year,Icon
3421386,1,FALSE,3434CA,FALSE,EC-LEV,/Date(1530675254135)/,1,36000,36000,0,FALSE,FALSE,A346,Airbus A340 642,Airbus,1079,Iberia,IBE,,0,3,1,4,3,0,FALSE,Spain,FALSE,FALSE,0,FALSE,0,FALSE,1,2009,place
8154099,1,FALSE,7C6BF3,FALSE,VH-VLX,/Date(1530675252807)/,2,,,0,FALSE,FALSE,R66,Robinson R66,Robinson,66,Tatankaa P/L,,,0,1,4,1,2,0,FALSE,Australia,FALSE,FALSE,0,,0,FALSE,1,2011,place
8147707,1,FALSE,7C52FB,FALSE,VH-QOD,/Date(1530675252807)/,2,,,0,FALSE,FALSE,DH8D,Bombardier DHC-8 402,Bombardier,4123,QANTAS Link,SSQ,,0,2,1,2,2,0,FALSE,Australia,FALSE,FALSE,0,FALSE,0,FALSE,1,2006,place
12615320,1,FALSE,C07E98,FALSE,C-GVYL,/Date(1530675251151)/,1,33225,33225,0,FALSE,FALSE,AS50,Aerospatiale Squirrel AS.350 D,Aerospatiale,1062,Private,,,0,1,4,1,2,0,FALSE,Canada,FALSE,FALSE,0,TRUE,0,FALSE,1,1979,place
5023844,1,FALSE,4CA864,FALSE,EI-FPJ,/Date(1530675251151)/,2,300,300,0,FALSE,FALSE,CRJ9,Bombardier CRJ 900 LR NG,Bombardier,15426,Scandinavian Airlines System,BCY,217,0,2,1,2,3,1,FALSE,Ireland,FALSE,FALSE,0,TRUE,0,FALSE,2,2017,place
10885672,1,FALSE,A61A28,FALSE,N4922D,/Date(1530675249854)/,2,425,446,0,FALSE,FALSE,C172,Cessna 172N Skyhawk,Cessna,17272398,Private,,,0,1,1,1,1,0,FALSE,United States,FALSE,FALSE,0,,0,FALSE,2,1979,place
7866886,1,TRUE,780A06,FALSE,B-LND,/Date(1530675249854)/,4,38000,38000,0,FALSE,FALSE,A332,Airbus A330 223,Airbus,1042,Hong Kong Airlines,CRK,,0,3,1,2,3,0,FALSE,Hong Kong,FALSE,FALSE,0,FALSE,0,FALSE,1,2009,place
10648302,1,TRUE,A27AEE,FALSE,N259WN,/Date(1530675249854)/,3,1325,1325,0,FALSE,FALSE,B737,2006 BOEING 737-7H4,Boeing,35554,Southwest Airlines,SWA,3177,0,2,1,2,3,0,FALSE,United States,FALSE,FALSE,0,FALSE,0,FALSE,1,2006,place
7868124,1,FALSE,780EDC,FALSE,B-8237,/Date(1530675249854)/,1,19825,19492,0,FALSE,FALSE,A320,Airbus A320 232SL,Airbus,6792,China Eastern Airlines,CES,,0,2,1,2,3,0,FALSE,China,FALSE,FALSE,0,,0,FALSE,2,2015,place
8133035,1,FALSE,7C19AB,FALSE,VH-FCT,/Date(1530675248448)/,5,7300,7469,0,FALSE,FALSE,BE36,Beech Bonanza A36,Beech,E-581,Private,,1200,0,1,1,1,1,0,FALSE,Australia,FALSE,FALSE,0,FALSE,0,FALSE,2,1974,place
7868397,1,FALSE,780FED,FALSE,B-8572,/Date(1530675248448)/,2,2925,2503,0,FALSE,FALSE,A321,Airbus A321 211SL,Airbus,7254,China Eastern Airlines,CES,,0,2,1,2,3,0,FALSE,China,FALSE,FALSE,0,,0,FALSE,2,2016,place
8147727,1,FALSE,7C530F,FALSE,VH-QOX,/Date(1530675245354)/,6,16975,17380,0,FALSE,FALSE,DH8D,Bombardier DHC-8 402,Bombardier,4287,QANTAS Link,SSQ,4336,0,2,1,2,2,0,FALSE,Australia,FALSE,FALSE,0,FALSE,0,FALSE,2,2009,place
11271564,1,TRUE,ABFD8C,FALSE,N8718Q,/Date(1530675245354)/,4,11675,11675,0,FALSE,FALSE,B38M,Boeing 737MAX 8,Boeing,42546,Southwest Airlines,SWA,,1,2,1,2,3,0,FALSE,United States,FALSE,FALSE,0,FALSE,0,FALSE,2,2018,place
13345309,1,FALSE,CBA21D,FALSE,,/Date(1530675245354)/,2,8750,8750,0,FALSE,FALSE,,,,,,,,0,0,0,,0,0,FALSE,Unknown or unassigned country,FALSE,FALSE,0,,0,FALSE,1,,place
4735284,1,TRUE,484134,FALSE,PH-HZD,/Date(1530675245354)/,6,-75,-75,0,FALSE,FALSE,B738,Boeing 737NG 8K2/W,Boeing,28376,Transavia,TRA,3174,0,2,1,2,3,0,FALSE,Netherlands,FALSE,FALSE,0,TRUE,0,FALSE,2,1999,place
7787084,1,FALSE,76D24C,FALSE,9V-TRL,/Date(1530675245354)/,6,32000,31903,0,FALSE,FALSE,A320,Airbus A320 232SL,Airbus,5721,Tiger Airways,TGW,,0,2,1,2,3,0,FALSE,Singapore,FALSE,FALSE,0,FALSE,0,FALSE,2,2013,place
8157862,1,TRUE,7C7AA6,FALSE,VH-YIG,/Date(1530675240948)/,8,3225,3512,0,FALSE,FALSE,B738,Boeing 737NG 8FE/W,Boeing,38711,Virgin Australia,VOZ,1116,0,2,1,2,3,0,FALSE,Australia,FALSE,FALSE,0,FALSE,0,FALSE,2,2012,place
9004023,1,TRUE,8963F7,FALSE,A6-EOZ,/Date(1530675240948)/,8,8350,8350,0,FALSE,FALSE,A388,Airbus A380 861,Airbus,210,Emirates Airline,UAE,6144,1,3,1,4,3,0,FALSE,United Arab Emirates,FALSE,FALSE,0,FALSE,0,FALSE,5,2015,place
10848822,1,TRUE,A58A36,FALSE,N456UP,/Date(1530675240932)/,8,19775,19704,0,FALSE,FALSE,B752,1996 BOEING 757-24APF,Boeing,25477,United Parcel Service,UPS,3262,0,2,1,2,3,0,FALSE,United States,FALSE,FALSE,0,TRUE,0,FALSE,5,1996,place
8837450,1,TRUE,86D94A,FALSE,JA832A,/Date(1530675240932)/,7,39000,38988,0,FALSE,FALSE,B788,Boeing 787 8,Boeing,42249,All Nippon Airways,ANA,2424,0,3,1,2,3,0,FALSE,Japan,FALSE,FALSE,0,FALSE,0,FALSE,5,2014,place
11024291,1,FALSE,A837A3,FALSE,N62892,/Date(1530675239667)/,5,36000,36009,0,FALSE,FALSE,B739, BOEING 737-924ER,Boeing,42195,United Airlines,UAL,,0,2,1,2,3,0,FALSE,United States,FALSE,FALSE,0,,0,FALSE,2,2015,place
7868313,1,FALSE,780F99,FALSE,B-8537,/Date(1530675239667)/,1,30050,29717,0,FALSE,FALSE,A321,Airbus A321 231SL,Airbus,7065,Juneyao Airlines,DKH,,0,2,1,2,3,0,FALSE,China,FALSE,FALSE,0,,0,FALSE,2,2016,place
3244676,1,FALSE,318284,FALSE,,/Date(1530675238260)/,1,0,0,0,FALSE,FALSE,,,,,,,,0,0,0,,0,0,FALSE,Italy,FALSE,FALSE,0,FALSE,0,FALSE,2,,place
3244068,1,FALSE,318024,FALSE,,/Date(1530675238260)/,1,0,0,0,FALSE,FALSE,,,,,,,,0,0,0,,0,0,FALSE,Italy,FALSE,FALSE,0,FALSE,0,FALSE,2,,place
3244770,1,FALSE,3.18E+05,FALSE,,/Date(1530675238260)/,1,0,0,0,FALSE,FALSE,,,,,,,,0,0,0,,0,0,FALSE,Italy,FALSE,FALSE,0,FALSE,0,FALSE,2,,place
5276571,1,FALSE,50839B,FALSE,UR-PSX,/Date(1530675238260)/,2,36000,36000,0,FALSE,FALSE,B738,Boeing 737NG 8EH/W,Boeing,34280,Ukraine International Airlines,AUI,,0,2,1,2,3,0,FALSE,Ukraine,FALSE,FALSE,0,FALSE,0,FALSE,1,2006,place
3247456,1,FALSE,318D60,FALSE,,/Date(1530675238260)/,1,0,0,0,FALSE,FALSE,,,,,,,,0,0,0,,0,0,FALSE,Italy,FALSE,FALSE,0,FALSE,0,FALSE,2,,place
3245540,1,FALSE,3.19E+07,FALSE,,/Date(1530675238260)/,1,0,0,0,FALSE,FALSE,,,,,,,,0,0,0,,0,0,FALSE,Italy,FALSE,FALSE,0,FALSE,0,FALSE,2,,place
11063152,1,TRUE,A8CF70,FALSE,N667NK,/Date(1530675238229)/,7,-275,15,0,FALSE,FALSE,A321,Airbus A321 231SL,Airbus,7058,Spirit Airlines,NKS,1362,0,2,1,2,3,0,FALSE,United States,FALSE,FALSE,0,TRUE,0,FALSE,2,,place
3244212,1,FALSE,3180B4,FALSE,,/Date(1530675238229)/,1,0,0,0,FALSE,FALSE,,,,,,,,0,0,0,,0,0,FALSE,Italy,FALSE,FALSE,0,FALSE,0,FALSE,2,,place
3247730,1,FALSE,3.18E+74,FALSE,,/Date(1530675238229)/,1,0,0,0,FALSE,FALSE,,,,,,,,0,0,0,,0,0,FALSE,Italy,FALSE,FALSE,0,FALSE,0,FALSE,2,,place
10702246,1,FALSE,A34DA6,FALSE,JY-MOC,/Date(1530675236870)/,8,9100,9003,0,FALSE,FALSE,PA44,Piper PA-44 180 Seminole,Piper,4496192,Private,,1167,0,1,1,2,1,0,FALSE,United States,FALSE,FALSE,0,FALSE,0,FALSE,2,2005,place
7865433,1,FALSE,780459,FALSE,B-3038,/Date(1530675236870)/,4,22675,22164,0,FALSE,FALSE,E145,Embraer ERJ-145 LI,Embraer,14501024,Tianjin Airlines,GCR,330,0,2,1,2,3,1,FALSE,China,FALSE,FALSE,0,,0,FALSE,2,2017,place
10629525,1,TRUE,A23195,FALSE,N240SF,/Date(1530675236854)/,7,1650,1650,0,FALSE,FALSE,EC45,EUROCOPTER DEUTSCHLAND GMBH MBB-BK 117 C-2,Eurocopter,9403,OSF LlifeFlight,,272,0,1,4,2,2,0,FALSE,United States,FALSE,FALSE,0,FALSE,0,FALSE,1,2010,place
9044843,1,TRUE,8A036B,FALSE,PK-AXY,/Date(1530675235635)/,12,33000,32932,0,FALSE,FALSE,A320,Airbus A320 216,Airbus,5359,Indonesia AirAsia,AWQ,2173,0,2,1,2,3,0,FALSE,Indonesia,FALSE,FALSE,0,FALSE,0,FALSE,2,2012,place
10456875,1,FALSE,9F8F2B,FALSE,,/Date(1530675234276)/,4,9900,9900,0,FALSE,FALSE,,,,,,,,0,0,0,,0,0,FALSE,Unknown or unassigned country,FALSE,FALSE,0,FALSE,0,FALSE,1,,place
4996908,1,TRUE,4C3F2C,FALSE,YU-PZM,/Date(1530675234276)/,14,875,958,0,FALSE,FALSE,C56X,Textron Aviation Citation XLS+,Textron Aviation,560-6226,Air Pink,,4440,0,2,1,2,3,1,FALSE,Serbia,FALSE,FALSE,0,FALSE,0,FALSE,5,2016,place
7864985,1,FALSE,780299,FALSE,B-5176,/Date(1530675234261)/,11,18700,18278,0,FALSE,FALSE,B738,Boeing 737NG 86N,Boeing,34258,Air China,CCA,,0,2,1,2,3,0,FALSE,China,FALSE,FALSE,0,,0,FALSE,2,2006,place
4343135,1,TRUE,42455F,FALSE,VQ-BPR,/Date(1530675234245)/,5,31975,31848,0,FALSE,FALSE,B735,Boeing 737 524/W,Boeing,28908,UT air,UTA,,0,2,1,2,3,0,FALSE,Bermuda,FALSE,FALSE,0,FALSE,0,FALSE,2,1997,place
10864289,1,FALSE,A5C6A1,FALSE,N471UP,/Date(1530675234245)/,7,10050,10227,0,FALSE,FALSE,B752,1998 BOEING 757-24APF,Boeing,28842,United Parcel Service,UPS,,1,2,1,2,3,0,FALSE,United States,FALSE,FALSE,0,FALSE,0,FALSE,5,1998,place
7868387,1,FALSE,780FE3,FALSE,B-8503,/Date(1530675234245)/,9,24600,24208,0,FALSE,FALSE,A321,Airbus A321 232SL,Airbus,7324,Air China,CCA,1563,0,2,1,2,3,0,FALSE,China,FALSE,FALSE,0,,0,FALSE,2,2016,place
7569523,1,FALSE,738073,FALSE,4X-ECC,/Date(1530675232776)/,12,33000,33050,0,FALSE,FALSE,B772,Boeing 777 258ER,Boeing,30833,El Al Israel Airlines,ELY,,0,3,1,2,3,0,FALSE,Israel,FALSE,FALSE,0,,0,FALSE,2,2001,place
7668800,1,FALSE,750440,FALSE,9M-AGG,/Date(1530675231104)/,13,37950,37962,0,FALSE,FALSE,A20N,Airbus A320 251NSL,Airbus,7778,AirAsia,AXM,2420,1,2,1,2,3,0,FALSE,Malaysia,FALSE,FALSE,0,FALSE,0,FALSE,5,2017,place
11183177,1,FALSE,AAA449,FALSE,N785ND,/Date(1530675231104)/,3,4625,4625,0,FALSE,FALSE,PA44,Piper PA-44 180 Seminole,Piper,4496399,Private,,,1,1,1,2,1,0,FALSE,United States,FALSE,FALSE,0,FALSE,0,FALSE,5,2016,place
13116491,1,FALSE,C8244B,FALSE,ZK-MVP,/Date(1530675231089)/,10,18000,18316,0,FALSE,FALSE,AT76,Avions de Transport Regional ATR 72 600,Avions de Transport Regional,1444,Air New Zealand Link,NZM,5571,0,2,1,2,2,0,FALSE,New Zealand,FALSE,FALSE,0,FALSE,0,FALSE,5,2017,place
7868035,1,FALSE,7.80E+85,FALSE,B-6148,/Date(1530675229823)/,4,25875,25424,0,FALSE,FALSE,B738,Boeing 737NG 89P/W,Boeing,41479,China Eastern Airlines,CES,3524,0,2,1,2,3,0,FALSE,China,FALSE,FALSE,0,,0,FALSE,2,2015,place
11043668,1,TRUE,A88354,FALSE,N648DX,/Date(1530675229823)/,6,2075,2075,0,FALSE,FALSE,E50P,2010 EMBRAER-EMPRESA BRASILEIRA DE EMB-500,Embraer,50000176,"QUEST DIAGNOSTICS INC     - READING, PA",LBQ,,0,1,1,2,3,0,FALSE,United States,FALSE,FALSE,0,FALSE,0,TRUE,1,2010,place
11084101,1,FALSE,A92145,FALSE,N688DL,/Date(1530675225307)/,2,15850,15850,0,FALSE,FALSE,B752,1998 BOEING 757-232,Boeing,27587,"DELTA AIR LINES INC     - ATLANTA, GA",DAL,3525,0,2,1,2,3,0,FALSE,United States,FALSE,FALSE,0,FALSE,0,FALSE,1,1998,place
7867830,1,FALSE,780DB6,FALSE,B-1789,/Date(1530675225307)/,2,35100,34678,0,FALSE,FALSE,B738,Boeing 737NG 89P/W,Boeing,41472,China Eastern Airlines,CES,,0,2,1,2,3,0,FALSE,China,FALSE,FALSE,0,,0,FALSE,2,2015,place
9015539,1,TRUE,8990F3,FALSE,B-16825,/Date(1530675222011)/,12,40000,40012,0,FALSE,FALSE,E190,Embraer EMB-190 AR,Embraer,19000167,Mandarin Airlines,MDA,6240,1,2,1,2,3,0,FALSE,Taiwan,FALSE,FALSE,0,FALSE,0,FALSE,5,2016,place
11367153,1,FALSE,AD72F1,FALSE,N966FD,/Date(1530675220651)/,3,6975,6975,0,FALSE,FALSE,B752,1993 BOEING 757-204,Boeing,25626,FedEx,FDX,,0,2,1,2,3,0,FALSE,United States,FALSE,FALSE,0,FALSE,0,FALSE,1,1993,place
4489528,1,FALSE,448138,FALSE,,/Date(1530675220651)/,2,,,0,FALSE,FALSE,,,,,,,,0,0,0,,0,0,FALSE,Belgium,FALSE,FALSE,0,TRUE,0,FALSE,2,,place
7785868,1,FALSE,76CD8C,FALSE,9V-SLL,/Date(1530675219292)/,7,16975,16937,0,FALSE,FALSE,A320,Airbus A320 233,Airbus,4118,SilkAir,SLK,,0,2,1,2,3,0,FALSE,Singapore,FALSE,FALSE,0,FALSE,0,TRUE,2,2009,place
4958425,1,FALSE,4BA8D9,FALSE,TC-JFY,/Date(1530675219292)/,19,38000,37962,0,FALSE,FALSE,B738,Boeing 737NG 8F2/W,Boeing,29783,Turkish Airlines,THY,2357,0,2,1,2,3,0,FALSE,Turkey,FALSE,FALSE,0,FALSE,0,FALSE,2,2000,place
8656956,1,FALSE,84183C,FALSE,JA06RJ,/Date(1530675219292)/,4,15850,15850,0,FALSE,FALSE,CRJ7,Bombardier CRJ 700 702ER NG,Bombardier,10303,Ibex Airlines,IBX,,0,2,1,2,3,1,FALSE,Japan,FALSE,FALSE,0,FALSE,0,FALSE,1,,place
14975676,1,FALSE,E482BC,FALSE,PP-PTN,/Date(1530675219276)/,5,9975,10114,0,FALSE,FALSE,AT75,Avions de Transport Regional ATR 72 500,Avions de Transport Regional,832,Passaredo Linhas Aereas,PTB,,0,2,1,2,2,0,FALSE,Brazil,FALSE,FALSE,0,,0,FALSE,2,2008,place
10515966,1,FALSE,A075FE,FALSE,N129JW,/Date(1530675217995)/,17,11000,11039,0,FALSE,FALSE,PC12,1996 PILATUS PC-12/45,Pilatus,129,"AIR METHODS CORP     - ENGLEWOOD, CO",,4351,0,1,1,1,2,0,FALSE,United States,FALSE,FALSE,0,FALSE,0,FALSE,5,1996,place
10991919,1,FALSE,A7B92F,FALSE,,/Date(1530675217995)/,3,3500,3500,0,FALSE,FALSE,,,,,,,,0,0,0,,0,0,FALSE,United States,FALSE,FALSE,0,FALSE,0,FALSE,1,,place
4529542,1,FALSE,451D86,FALSE,LZ-VAR,/Date(1530675216573)/,1,32575,32575,0,FALSE,FALSE,E190,Embraer EMB-190 AR,Embraer,19000496,Bulgaria Air,LZB,,0,2,1,2,3,0,FALSE,Bulgaria,FALSE,FALSE,0,FALSE,0,FALSE,1,2011,place
4223278,1,TRUE,40712E,FALSE,G-DHKC,/Date(1530675216573)/,24,3250,3360,0,FALSE,FALSE,B752,Boeing 757 256PCF/W,Boeing,30052,DHL Air,DHK,7654,0,2,1,2,3,0,FALSE,United Kingdom,FALSE,FALSE,0,FALSE,0,FALSE,2,2000,place
7864460,1,FALSE,78008C,FALSE,B-6343,/Date(1530675216573)/,3,3750,3446,0,FALSE,FALSE,A321,Airbus A321 231,Airbus,3493,China Southern Airlines,CSN,,0,2,1,2,3,0,FALSE,China,FALSE,FALSE,0,,0,FALSE,2,2008,place
7866464,1,FALSE,780860,FALSE,B-6862,/Date(1530675216573)/,10,33000,32667,0,FALSE,FALSE,A320,Airbus A320 214,Airbus,4983,Spring Airlines,CQH,1605,0,2,1,2,3,0,FALSE,China,FALSE,FALSE,0,,0,FALSE,2,2011,place
6154525,1,FALSE,5DE91D,FALSE,,/Date(1530675215292)/,2,33025,33025,0,FALSE,FALSE,,,,,,,,0,0,0,,0,0,FALSE,Unknown or unassigned country,FALSE,FALSE,0,FALSE,0,FALSE,1,,place
10582806,1,FALSE,A17B16,FALSE,N195DN,/Date(1530675215292)/,21,2650,2881,0,FALSE,FALSE,B763,1997 BOEING 767-332,Boeing,28452,Delta Air Lines,DAL,3335,0,3,1,2,3,0,FALSE,United States,FALSE,FALSE,0,FALSE,0,FALSE,2,1997,place
8151421,1,TRUE,7C617D,FALSE,VH-TJJ,/Date(1530675213792)/,19,625,991,0,FALSE,FALSE,A139,Leonardo AW.139,Leonardo,31723,Helicorp Toll Air Ambulance,,3000,1,1,4,2,2,0,FALSE,Australia,FALSE,TRUE,0,FALSE,0,FALSE,5,2016,place
9015532,1,FALSE,8990EC,FALSE,B-18917,/Date(1530675212339)/,9,37000,36667,0,FALSE,FALSE,A359,Airbus A350 941,Airbus,208,China Airlines,CAL,2621,0,3,1,2,3,0,FALSE,Taiwan,FALSE,FALSE,0,FALSE,0,FALSE,2,2018,place
4739150,1,FALSE,48504E,FALSE,PH-HCI,/Date(1530675212339)/,9,7000,7000,0,FALSE,FALSE,JS32,British Aerospace Jetstream 32-01,British Aerospace,864,AIS Airlines,PNX,266,0,2,1,2,2,0,FALSE,Netherlands,FALSE,FALSE,0,FALSE,0,FALSE,1,1989,place
7867008,1,TRUE,780A80,FALSE,B-LBF,/Date(1530675212339)/,28,23475,23407,0,FALSE,FALSE,A333,Airbus A330 343E,Airbus,1545,Cathay Pacific Airways,CPA,5156,0,3,1,2,3,0,FALSE,China,FALSE,FALSE,0,FALSE,0,FALSE,2,2014,place
7668196,1,TRUE,7.50E+07,FALSE,9M-AHT,/Date(1530675212339)/,25,2400,2362,0,FALSE,FALSE,A320,Airbus A320 216,Airbus,3997,AirAsia,AXM,140,0,2,1,2,3,0,FALSE,Malaysia,FALSE,FALSE,0,FALSE,0,FALSE,2,2009,place
8143949,1,FALSE,7C444D,FALSE,VH-NRZ,/Date(1530675211151)/,26,600,975,0,FALSE,FALSE,P28A,Piper PA-28 181 Archer III,Piper,2843051,Private,,3000,0,1,1,1,1,0,FALSE,Australia,FALSE,FALSE,0,FALSE,0,FALSE,2,1996,place
8139649,1,FALSE,7C3381,FALSE,,/Date(1530675211151)/,26,875,1044,0,FALSE,FALSE,,,,,,,3000,0,0,0,,0,0,FALSE,Australia,FALSE,FALSE,0,FALSE,0,FALSE,2,,place
8626383,1,FALSE,83A0CF,FALSE,,/Date(1530675208167)/,2,2325,2325,0,FALSE,FALSE,,,,,,,,0,0,0,,0,0,FALSE,India,FALSE,FALSE,0,FALSE,0,FALSE,1,,place
4736142,1,TRUE,48448E,FALSE,P4-DBB,/Date(1530675208167)/,16,4025,4025,0,FALSE,FALSE,F2TH,Dassault Falcon 2000LX S,Dassault,264,Hyperion Aviation,HYP,,0,2,1,2,3,1,FALSE,Aruba,FALSE,FALSE,0,FALSE,0,FALSE,1,2013,place
8917571,1,TRUE,881243,FALSE,HS-DRC,/Date(1530675207011)/,2,700,700,0,FALSE,FALSE,AT75,Avions de Transport Regional ATR 72 500,Avions de Transport Regional,740,Nok Air,NOK,,0,2,1,2,2,0,FALSE,Thailand,FALSE,FALSE,0,FALSE,0,FALSE,1,2007,place
9003390,1,FALSE,89617E,FALSE,A6-EGF,/Date(1530675207011)/,3,38000,37873,0,FALSE,FALSE,B773,Boeing 777 31HER,Boeing,38987,Emirates Airline,UAE,564,0,3,1,2,3,0,FALSE,United Arab Emirates,FALSE,FALSE,0,FALSE,0,FALSE,2,2011,place
7389384,1,FALSE,70C0C8,FALSE,A4O-BX,/Date(1530675207011)/,4,8875,8875,0,FALSE,FALSE,B738,Boeing 737NG 81M/W,Boeing,44423,Oman Air,OMA,,0,2,1,2,3,0,FALSE,Oman,FALSE,FALSE,0,FALSE,0,FALSE,2,2015,place
9015524,1,TRUE,8.99E+07,FALSE,B-16722,/Date(1530675207011)/,5,9400,9400,0,FALSE,FALSE,B773,Boeing 777 36NER,Boeing,42107,EVA Air,EVA,2652,1,3,1,2,3,0,FALSE,Taiwan,FALSE,FALSE,0,FALSE,0,FALSE,2,2015,place
7405704,1,FALSE,710088,FALSE,HZ-AS37,/Date(1530675203089)/,9,22900,22567,0,FALSE,FALSE,A320,Airbus A320 214,Airbus,4394,Saudi Arabian Airlines,SVA,,0,2,1,2,3,0,FALSE,Saudi Arabia,FALSE,FALSE,0,,0,FALSE,2,2010,place
10869707,1,TRUE,A5DBCB,FALSE,N477HA,/Date(1530675201854)/,32,25,25,0,FALSE,FALSE,B712,2001 BOEING 717-200,Boeing,55122,"HAWAIIAN AIRLINES INC     - HONOLULU, HI",HAL,2130,0,2,1,2,3,1,FALSE,United States,FALSE,FALSE,0,TRUE,0,FALSE,1,2001,place
8838570,1,FALSE,86DDAA,FALSE,JA848A,/Date(1530675201854)/,28,5125,5125,0,FALSE,FALSE,DH8D,Bombardier DHC-8 402,Bombardier,4102,ANA Wings,AKX,2254,0,2,1,2,2,0,FALSE,Japan,FALSE,FALSE,0,,0,FALSE,1,2005,place
11171496,1,TRUE,AA76A8,FALSE,N7731A,/Date(1530675201854)/,21,1375,1405,0,FALSE,FALSE,B737,2006 BOEING 737-76N,Boeing,32677,"AFS INVESTMENTS 56 LLC     - NORWALK, CT",SWA,7357,0,2,1,2,3,0,FALSE,United States,FALSE,FALSE,0,FALSE,0,FALSE,2,2006,place
7868901,1,FALSE,7.81E+08,FALSE,B-8690,/Date(1530675201854)/,21,3150,2699,0,FALSE,FALSE,A333,Airbus A330 343E,Airbus,1825,Sichuan Airlines,CSC,5651,0,3,1,2,3,0,FALSE,China,FALSE,FALSE,0,,0,FALSE,2,2017,place
3937729,1,FALSE,3C15C1,FALSE,D-AXGE,/Date(1530675200651)/,31,39000,39464,0,FALSE,FALSE,A332,Airbus A330 202,Airbus,612,Eurowings,EWG,6046,0,3,1,2,3,0,FALSE,Germany,FALSE,FALSE,0,FALSE,0,FALSE,2,2004,place
4509131,1,FALSE,44CDCB,FALSE,OO-SNK,/Date(1530675200636)/,4,34025,33810,0,FALSE,FALSE,A320,Airbus A320 214,Airbus,3373,Brussels Airlines,BEL,7236,0,2,1,2,3,0,FALSE,Belgium,FALSE,FALSE,0,FALSE,0,FALSE,2,2007,place
434491,1,FALSE,06A13B,FALSE,A7-BAY,/Date(1530675199417)/,24,34975,34878,0,FALSE,FALSE,B773,Boeing 777 3DZER,Boeing,41778,Qatar Airways,QTR,4037,1,3,1,2,3,0,FALSE,Qatar,FALSE,FALSE,0,FALSE,0,FALSE,2,2013,place
2818134,1,FALSE,2B0056,FALSE,,/Date(1530675199417)/,2,,,0,FALSE,FALSE,,,,,,,,0,0,0,,0,0,FALSE,Unknown or unassigned country,FALSE,FALSE,0,,0,FALSE,1,,place
11101119,1,FALSE,A963BF,FALSE,N704DK,/Date(1530675198214)/,34,38975,39085,0,FALSE,FALSE,B77L,2009 BOEING 777-232LR,Boeing,29739,Delta Air Lines,DAL,6324,0,3,1,2,3,0,FALSE,United States,FALSE,FALSE,0,FALSE,0,FALSE,2,2009,place
4958738,1,FALSE,4BAA12,FALSE,TC-JPR,/Date(1530675198214)/,11,35750,35889,0,FALSE,FALSE,A320,Airbus A320 232,Airbus,3654,Turkish Airlines,THY,6767,0,2,1,2,3,0,FALSE,Turkey,FALSE,FALSE,0,FALSE,0,FALSE,2,2008,place
10735407,1,FALSE,A3CF2F,FALSE,N34448,/Date(1530675198214)/,3,34000,34000,0,FALSE,FALSE,C177,1972 CESSNA 177B,Cessna,17701809,"WAY BRIAN P     - PRINEVILLE, OR",,,0,1,1,1,1,0,FALSE,United States,FALSE,FALSE,0,FALSE,0,FALSE,1,1972,place
10848871,1,TRUE,A58A67,FALSE,N456WN,/Date(1530675197011)/,16,18825,18825,0,FALSE,FALSE,B737,2004 BOEING 737-7H4,Boeing,32463,Southwest Airlines,SWA,,0,2,1,2,3,0,FALSE,United States,FALSE,FALSE,0,FALSE,0,FALSE,1,2004,place
11537587,1,FALSE,B00CB3,FALSE,,/Date(1530675195792)/,3,19100,19100,0,FALSE,FALSE,,,,,,,,0,0,0,,0,0,FALSE,Unknown or unassigned country,FALSE,FALSE,0,FALSE,0,FALSE,1,,place
7866221,1,FALSE,78076D,FALSE,B-2087,/Date(1530675195792)/,9,24575,24124,0,FALSE,FALSE,B773,Boeing 777 39LER,Boeing,38672,Air China,CCA,4156,0,3,1,2,3,0,FALSE,China,FALSE,FALSE,0,,0,FALSE,2,2011,place
7868991,1,FALSE,78123F,FALSE,B-8892,/Date(1530675195792)/,6,12800,12526,0,FALSE,FALSE,A320,Airbus A320 214SL,Airbus,7487,West Air,CHB,2436,0,2,1,2,3,0,FALSE,China,FALSE,FALSE,0,,0,FALSE,2,2016,place
3247620,1,FALSE,3.18E+06,FALSE,,/Date(1530675194573)/,3,0,0,0,FALSE,FALSE,,,,,,,,0,0,0,,0,0,FALSE,Italy,FALSE,FALSE,0,FALSE,0,FALSE,2,,place
7701476,1,FALSE,7.58E+07,FALSE,RP-C8975,/Date(1530675193386)/,13,14200,14191,0,FALSE,FALSE,A320,Airbus A320 214,Airbus,2425,AirAsia Philippines,EZD,,0,2,1,2,3,0,FALSE,Philippines,FALSE,FALSE,0,FALSE,0,FALSE,2,2005,place
10691570,1,TRUE,A323F2,FALSE,N301KH,/Date(1530675193386)/,21,25,25,0,FALSE,FALSE,B733,1995 BOEING 737-330,Boeing,27904,"AEKO KULA INC DBA ALOHA AIR CARGO    - HONOLULU, HI",AAH,2127,0,2,1,2,3,0,FALSE,United States,FALSE,FALSE,0,TRUE,0,FALSE,2,1995,place
